,회사명,기업공시코드,공시일,종류,총액(원),사채만기일,표면이자율(%),만기이자율(%),사채발행방법,공시코드
0,아이톡시,52770,2021-12-30,무기명식 이권부 무보증 전환사채,"1,500,000,000",2051년 12월 31일,3.0,7.0,사모,20211230000994
1,노터스,278650,2021-12-27,무기명식 이권부 무보증 사모 전환사채,"40,000,000,000",2025년 01월 13일,0.0,1.0,사모,20211227000669
2,노터스,278650,2021-12-27,무기명식 이권부 무보증 사모 전환사채,"54,600,000,000",2025년 01월 13일,0.0,1.0,사모,20211227000668
3,옵트론텍,82210,2021-12-24,무기명식 이권부 무보증 사모 전환사채,"1,600,000,000",2024년 12월 30일,0.00,0.00,사모,20211224000603
4,이원컴포텍,88290,2021-12-21,무기명식 이권부 무보증 사모 전환사채,"15,000,000,000",2025년 01월 25일,2,5,사모,20211221000754
5,이원컴포텍,88290,2021-12-21,무기명식 이권부 무보증 사모 전환사채,"11,000,000,000",2025년 01월 07일,2,5,사모,20211221000752
6,엔에스엔,31860,2021-12-21,무기명식 이권부 무보증 사모 전환사채,"1,530,150,000",2024년 12월 21일,2.0,3.0,사모,20211221000707
7,고바이오랩,348150,2021-12-21,무기명식 이권부 무보증 사모 전환사채,"2,350,000,000",2026년 12월 30일,0.0,0.0,사모,20211221000649
8,서진시스템,178320,2021-12-16, 기명식 이권부 무보증 사모 전환사채,"60,000,000,000",2052년 02월 04일,4.25,-,사모,20211216000639
9,서진시스템,178320,2021-12-16, 기명식 이권부 무보증 사모 전환사채,"110,000,000,000",2052년 02월 04일,4.25,-,사모,20211216000624
10,서진시스템,178320,2021-12-16, 무기명식 이권부 무보증 사모 전환사채,"18,000,000,000",2026년 12월 23일,2.5,2.5,사모,20211216000620
11,하이로닉,149980,2021-12-15,무기명식 이권부 무보증 사모 전환사채,"3,000,000,000",2024년 12월 17일,0.0,5.0,사모,20211215001471
12,플래스크,41590,2021-12-09,국내 무기명식 무보증 담보부 사모 전환사채,"7,300,000,000",2024년 12월 09일,0,3,사모,20211209000475
13,에프앤리퍼블릭,64090,2021-12-07,무기명식 무보증 국내 사모 전환사채,"15,000,000,000",2025년 03월 31일,2,4,사모,20211207000005
14,코오롱생명과학,102940,2021-12-02,무기명식 이권부 무보증 사모 전환사채,"25,000,000,000",2051년 12월 10일,0.0,4.0,사모,20211202000575
15,코오롱생명과학,102940,2021-12-02,무기명식 이권부 무보증 사모 전환사채,"15,000,000,000",2051년 12월 06일,0.0,3.5,사모,20211202000571
16,ES큐브,50120,2021-11-30,무기명식 이권부 무보증 사모 전환사채,"20,000,000,000",2023년 03월 31일,1.5,3.0,사모,20211130000846
17,엘아이에스,138690,2021-11-30,무기명식 이권 무보증 사모 전환사채,"15,000,000,000",2025년 01월 06일,1.5,4.5,사모,20211130000842
18,세토피아,222810,2021-11-30,무기명식 무보증 사모 전환 사채,"7,000,000,000",2025년 02월 11일,0,3,사모,20211130000841
19,광림,14200,2021-11-30,국내 무기명식 이권부 무보증 사모 전환사채,"20,000,000,000",2025년 02월 04일,0.00,3.00,사모,20211130000787
20,우수AMS,66590,2021-11-30,무기명식이권부 무보증 사모 전환사채,"5,000,000,000",2025년 04월 08일,2,3,사모,20211130000767
21,우수AMS,66590,2021-11-30,무기명식이권부 무보증 사모 전환사채,"5,000,000,000",2025년 04월 08일,2,3,사모,20211130000764
22,메디콕스,54180,2021-11-30,무기명식 이권부 무보증 사모 전환사채,"5,000,000,000",2025년 01월 28일,3,5,사모,20211130000749
23,인산가,277410,2021-11-30,무기명식 이권부 무보증 사모 전환사채,"12,000,000,000",2024년 12월 08일,0.0,0.5,사모,20211130000711
24,EV수성,84180,2021-11-30,무기명식 이권부 무보증 사모 전환사채,"7,000,000,000",2025년 02월 28일,2,2,사모,20211130000661
25,전진바이오팜,110020,2021-11-30,무기명식 이권부 무보증 사모 전환사채,"5,000,000,000",2024년 12월 27일,1,3,사모,20211130000670
26,라온시큐어,42510,2021-11-30,무기명식 무보증 사모 전환사채,"20,000,000,000",2024년 12월 20일,0.0,0.0,사모,20211130000624
27,아이오케이,78860,2021-11-30,무기명식 무이권부 무보증사모 전환사채,"500,000,000",2024.11.30,0.0,0.0,사모,20211130000600
28,SGA,49470,2021-11-30,무기명식 무보증 사모 전환사채,"4,000,000,000",2024년 12월 02일,0,0,사모,20211130000563
29,서남,294630,2021-11-30,무기명식 이권부 무보증 사모 전환사채,"5,000,000,000",2026년 12월 03일,0.0,0.0,사모,20211130000534
30,리노스,39980,2021-11-30,무기명식 이권부 무보증 사모 전환사채,"5,000,000,000",2026년 12월 02일,0.0,0.0,사모,20211130000497
31,이즈미디어,181340,2021-11-30,무기명식 이권부 사모 전환사채,"30,000,000,000",2025년 01월 24일,1,2,사모,20211130000387
32,블루베리 NFT,44480,2021-11-30,무기명식 이권부 무보증 사모 전환사채,"6,000,000,000",2024년 12월 10일,5,5,사모,20211130000490
33,경남제약,53950,2021-11-30,무기명식 이권부 무보증 사모 전환사채,"8,000,000,000",2024년 12월 10일,4.00,4.00,사모,20211130000459
34,투비소프트,79970,2021-11-30,무기명식 이권부 무보증 사모 전환사채,"10,000,000,000",2025년 02월 28일,2.0,4.0,사모,20211130000401
35,투비소프트,79970,2021-11-30,무기명식 이권부 무보증 사모 전환사채,"30,000,000,000",2024년 12월 08일,2.0,5.0,사모,20211130000391
36,티에스넥스젠,43220,2021-11-30,무기명식 무보증 사모 전환사채,"15,000,000,000",2024년 12월 17일,0.0,3.5,사모,20211130000367
37,뉴지랩파마,214870,2021-11-30,무기명식 이권부 무보증 사모 전환사채,"35,000,000,000",2025년 01월 25일,0.0,2.0,사모,20211130000361
38,와이팜,332570,2021-11-30,무기명식 이권부 무보증 사모 전환사채,"20,000,000,000",2026년 12월 23일,0.0,0.0,사모,20211130000291
39,팬스타엔터프라이즈,54300,2021-11-29,무기명식 이권부 무보증 사모 전환사채,"10,500,000,000",2024년 12월 01일,0.0,0.0,사모,20211129000724
40,율호,72770,2021-11-29,무기명식 이권부 무보증 사모 전환사채,"10,000,000,000",2025년 02월 22일,1,3,사모,20211129000689
41,비엘팜텍,65170,2021-11-29,무기명식 이권부 무보증 사모 전환사채,"6,000,000,000",2026년 12월 01일,1.0,2.0,사모,20211129000666
42,비엘,142760,2021-11-29,무기명식 이권부 무보증 사모 전환사채,"5,000,000,000",2026년 11월 30일,0.0,0.0,사모,20211129000663
43,미코바이오메드,214610,2021-11-29,무기명식 이권부 무보증 사모 전환사채,"20,000,000,000",2026년 12월 06일,0.0,0.0,사모,20211129000655
44,라이프시맨틱스,347700,2021-11-29,무기명식 무보증사모 전환사채,"14,500,000,000",2026년 12월 01일,0.0,0.0,사모,20211129000595
45,파라텍,33540,2021-11-29,무기명식 이권부 무보증 사모전환사채,"15,000,000,000",2025년 04월 05일,2,3,사모,20211129000600
46,우리기술,32820,2021-11-29,무기명식 무보증 이권부 사모 전환사채,"10,000,000,000",2025년 01월 28일,2.0,3.0,사모,20211129000610
47,디에이테크놀로지,196490,2021-11-29,무기명식 이권부 무보증 사모 전환사채,"7,500,000,000",2024년 11월 30일,1.0,4.0,사모,20211129000596
48,에이루트,96690,2021-11-29,무기명식 이권부 사모 전환사채,"10,000,000,000",2025.01.14,2,2,사모,20211129000606
49,휴림로봇,90710,2021-11-29,무기명식 이권부 무보증 사모전환사채,"10,000,000,000",2025년 04월 05일,3,5,사모,20211129000583
50,EDGC,245620,2021-11-29,무기명식 무보증 사모 전환사채,"10,000,000,000",2026년 12월 10일,0.0,0.0,사모,20211129000592
51,테라사이언스,73640,2021-11-29,무기명식 이권부 무보증 사모 전환사채,"8,000,000,000",2025년 03월 30일,2,4,사모,20211129000469
52,판타지오,32800,2021-11-29,무기명식 이권부 무보증 사모 전환사채,"9,000,000,000",2024년 11월 29일,1.0,2.0,사모,20211129000439
53,라이트론,69540,2021-11-29,무기명식 이권부 무보증 사모 전환사채,"15,000,000,000",2025.03.10,1.0,3.0,사모,20211129000429
54,인트로메딕,150840,2021-11-29,무기명식 이권부 무보증 사모 전환사채,"20,000,000,000",2025년 02월 10일,6.0,6.0,사모,20211129000402
55,누리플렉스,40160,2021-11-29,무기명식 이권부 무보증 사모 전환사채,"15,000,000,000",2026년 12월 01일,0.0,0.0,사모,20211129000383
56,세종메디칼,258830,2021-11-29,무기명식 이권부 무보증 사모 전환사채,"20,000,000,000",2025년 01월 12일,2.0,4.0,사모,20211129000334
57,국일제지,78130,2021-11-26,무기명식 무보증 사모 전환사채,"10,500,000,000",2024년 11월 30일,0.0,2.0,사모,20211126000553
58,지나인제약,78650,2021-11-26,무기명식 무보증 사모 전환사채,"1,500,000,000",2024년 11월 30일,0.0,0.0,사모,20211126000551
59,이루다,164060,2021-11-26,무기명식 이권부 무보증 사모 전환사채,"10,000,000,000",2026년 11월 30일,0,0,사모,20211126000499
60,오디텍,80520,2021-11-26,무기명식 이권부 무보증 사모 전환사채,"8,000,000,000",2026.11.30,0.0,0.0,사모,20211126000521
61,샘씨엔에스,252990,2021-11-26,무기명식 무보증 사모 전환사채,"55,000,000,000",2026년 11월 30일,0.0,0.0,사모,20211126000334
62,트루윈,105550,2021-11-26,무기명식 이권부 무보증 사모 전환사채,"5,000,000,000",2024.11.30,1.5,3.0,사모,20211126000237
63,신테카바이오,226330,2021-11-26,무기명식 이권부 무보증 사모 전환사채,"25,000,000,000",2026.11.30,0.0,2.0,사모,20211126000001
64,아이씨디,40910,2021-11-25,무기명식 이권부 무보증 사모 전환사채,"18,000,000,000",2026년 11월 25일,0.0,0.0,사모,20211125000673
65,나노씨엠에스,247660,2021-11-25,국내 무기명식 이권부 무보증 사모 전환사채,"17,000,000,000",2026년 11월 29일,0.0,0.0,사모,20211125000663
66,엑세스바이오,950130,2021-11-25,기명식 무이권부 무보증 사모전환사채,"30,000,000,000",2024년 12월 10일,3.0,3.0,사모,20211125000640
67,아이오케이,78860,2021-11-25,무기명식 이권부 무보증사모 전환사채,"20,000,000,000",2025.02.11,0.0,3.0,사모,20211125000602
68,비덴트,121800,2021-11-25,무기명식 이권부 무보증 사모 전환사채,"50,000,000,000",2025년 02월 25일,1,1,사모,20211125000584
69,알체라,347860,2021-11-25,무기명식 이권부 무보증 사모 전환사채,"23,000,000,000",2026년 11월 29일,0.0,0.0,사모,20211125000576
70,라이트론,69540,2021-11-25,무기명식 이권부 무보증 사모 전환사채,"3,000,000,000",2024.11.26,1.0,5.0,사모,20211125000524
71,라이트론,69540,2021-11-25,무기명식 이권부 무보증 사모 전환사채,"7,000,000,000",2024.11.26,1.0,5.0,사모,20211125000516
72,블루베리 NFT,44480,2021-11-24,무기명식 이권부 무보증 사모 전환사채,"5,000,000,000",2024년 11월 29일,5.00,5.00,사모,20211124000570
73,덕산네오룩스,213420,2021-11-24,무기명식 무보증 사모 전환사채,"20,000,000,000",2026년 11월 30일,0.0,1.0,사모,20211124000552
74,구영테크,53270,2021-11-24,무기명식 무보증 사모 전환사채,"10,000,000,000",2026년 11월 26일,0.0,0.0,사모,20211124000521
75,글로본,19660,2021-11-24,무기명식 무보증 사모 전환사채,"20,000,000,000",2024년 11월 30일,0.0,3.0,사모,20211124000519
76,진양제약,7370,2021-11-24,무기명식 무보증 사모 전환사채,"16,000,000,000",2026년 11월 26일,0,0,사모,20211124000237
77,와이오엠,66430,2021-11-23,무기명식 이권부 무보증 사모 전환사채,"3,000,000,000",2024년 11월 25일,0.0,3.0,사모,20211123000440
78,한송네오텍,226440,2021-11-23,무기명식 무보증 국내사모 전환사채,"10,000,000,000",2025년 05월 30일,2,3,사모,20211123000292
79,엔시트론,101400,2021-11-23,무기명식 이권부무보증 사모전환사채,"12,000,000,000",2025년 01월 28일,1.0,3.0,사모,20211123000317
80,서린바이오,38070,2021-11-22,무기명식 이권부 무보증 사모 전환사채,"30,000,000,000",2026년 11월 24일,0.0,0.0,사모,20211122000386
81,알파홀딩스,117670,2021-11-22,무기명식 이권부 무보증사모 전환사채,"10,000,000,000",2025년 05월 25일,2,3,사모,20211122000290
82,소프트센,32680,2021-11-19,무기명식 이권부 무보증 사모 전환사채,"8,000,000,000",2024년 11월 23일,1.0,2.5,사모,20211119000547
83,소프트센,32680,2021-11-19,무기명식 이권부 무보증 사모 전환사채,"6,000,000,000",2024년 11월 23일,1.0,2.5,사모,20211119000544
84,덕산테코피아,317330,2021-11-19,무기명식 무보증 사모 전환사채,"50,000,000,000",2025년 12월 15일,0,0,사모,20211119000247
85,CBI,13720,2021-11-19,무기명식 이권부 무보증 사모 전환사채,"10,000,000,000",2025년 01월 20일,0,0,사모,20211119000001
86,CBI,13720,2021-11-18,무기명식 이권부 무보증 사모 전환사채,"10,000,000,000",2025년 01월 20일,0,0,사모,20211118000450
87,EV수성,84180,2021-11-18,무기명식이권부 무보증 사모전환사채,"7,000,000,000",2025년 01월 28일,2,5,사모,20211118000396
88,초록뱀이앤엠,131100,2021-11-17,무기명식 무보증 사모 전환사채,"17,000,000,000",2024년 12월 30일,0,2,사모,20211117000467
89,삼강엠앤티,100090,2021-11-17,무기명식 이권부 무보증 사모 전환사채,"116,856,705,280",2027년 03월 31일,0.0,0.0,사모,20211117000131
90,삼강엠앤티,100090,2021-11-17,무기명식 이권부 무보증 사모 전환사채,"50,000,000,000",2027년 03월 31일,0.0,0.0,사모,20211117000132
91,SBW생명과학,151910,2021-11-16,무기명식 이권부무보증 사모 전환사채,"25,000,000,000",2026년 01월 20일,3.5,3.5,사모,20211116000461
92,프리시젼바이오,335810,2021-11-16,무기명식 무이권부 무보증사모전환사채,"15,000,000,000",2026년 11월 18일,0.00,0.00,사모,20211116000373
93,메지온,140410,2021-11-12,무기명식 이권부 무보증 후순위 전환사채,"20,000,000,000",2051년 11월 16일,0.00,0.00,사모,20211112000277
94,고바이오랩,348150,2021-11-10,무기명식 이권부 무보증 사모 전환사채,"11,000,000,000",2026년 11월 19일,0.0,0.0,사모,20211110000580
95,탑코미디어,134580,2021-11-09,무기명식  이권부 무보증 사모 전환사채,"20,000,000,000",2024년 12월 23일,0.0,4.0,사모,20211109000632
96,탑코미디어,134580,2021-11-09,무기명식  이권부 무보증 사모 전환사채,"8,700,000,000",2024년 12월 07일,0.0,4.0,사모,20211109000631
97,초록뱀미디어,47820,2021-11-09,무기명식 무보증 국내사모 전환사채,"30,000,000,000",2024년 12월 03일,0.0,2.0,사모,20211109000626
98,케스피온,79190,2021-11-09,무기명식 이권부 무보증 사모 전환사채,"8,000,000,000",2026년 11월 11일,1.0,2.0,사모,20211109000585
99,에프앤가이드,64850,2021-11-09,무기명식 이권부 무보증 사모 전환사채,"10,000,000,000",2026년 11월 11일,0,0,사모,20211109000346
100,신원종합개발,17000,2021-11-08,무기명식 이권부 무보증 사모 전환사채,"7,500,000,000",2024년 12월 23일,3.0,3.0,사모,20211108000527
101,신원종합개발,17000,2021-11-08,무기명식 이권부 무보증 사모 전환사채,"7,500,000,000",2024년 12월 23일,3.0,3.0,사모,20211108000526
102,한국테크놀로지,53590,2021-11-05,무기명식 이권부 무보증 사모 전환사채,"13,000,000,000",2024.11.10,5,5,사모,20211105000727
103,한국테크놀로지,53590,2021-11-05,무기명식 이권부 무보증 사모 전환사채,"4,000,000,000",2024.11.09,5,5,사모,20211105000697
104,노블엠앤비,106520,2021-11-05,무기명식 이권부 무보증 사모 전환사채,"500,000,000,000",2024년 11월 16일,2.5,6.0,사모,20211105000353
105,초록뱀컴퍼니,52300,2021-11-04,무기명식 무보증 국내사모 전환사채,"15,000,000,000",2024년 11월 16일,1.0,3.0,사모,20211104000705
106,코프라,126600,2021-11-04,기명식 이권부 무보증 사모 전환사채,"25,632,040,000",2024.12.22,1.00,2.00,사모,20211104000680
107,레인보우로보틱스,277810,2021-11-04,무기명식 무보증 사모 전환사채,"18,000,000,000",2026년 11월 12일,0.0,0.0,사모,20211104000644
108,우리기술,32820,2021-11-04,무기명식 무보증 이권부 사모 전환사채,"10,000,000,000",2024년 11월 15일,1.0,3.0,사모,20211104000313
109,초록뱀이앤엠,131100,2021-11-03,무기명식 무보증 사모 전환사채,"15,000,000,000",2025년 03월 03일,0,0,사모,20211103000635
110,버킷스튜디오,66410,2021-11-02,무기명식 이권부 무보증 사모 전환사채,"30,000,000,000",2025년 01월 28일,2,2,사모,20211102000439
111,한일진공,123840,2021-11-02,무기명식 이권부 무보증 사모 전환사채,"8,000,000,000",2021년 11월 04일,4.0,4.0,사모,20211102000421
112,씨엔플러스,115530,2021-10-29,무기명식 이권부 부모증 사모 영구전환사채,"1,500,000,000",2051.10.31,-,-,사모,20211029000863
113,광무,29480,2021-10-29,무기명식 이권부 무보증 사모 전환사채,"10,000,000,000",2025년 01월 20일,2,2,사모,20211029000840
114,광무,29480,2021-10-29,무기명식 이권부 무보증 사모 전환사채,"5,000,000,000",2024년 12월 15일,2,2,사모,20211029000838
115,광무,29480,2021-10-29,무기명식 이권부 무보증 사모 전환사채,"35,000,000,000",2024년 11월 26일,2,2,사모,20211029000836
116,플리토,300080,2021-10-29,무기명식 이권부 무보증 사모  전환사채,"10,000,000,000",2026년 11월 02일,0.00,0.00,사모,20211029000808
117,스튜디오산타클로스,204630,2021-10-29,무기명식 무보증 사모 전환사채,"6,000,000,000",2024년 11월 03일,2.0,5.0,사모,20211029000798
118,넥스턴바이오,89140,2021-10-29,무기명식 이권부 무보증 사모 전환사채,"10,000,000,000",2024.11.04,2.5,4.5,사모,20211029000709
119,크리스에프앤씨,110790,2021-10-29,무기명식 무보증 사모 전환사채,"20,000,000,000",2026년 11월 19일,0.0,0.0,사모,20211029000659
120,켐트로스,220260,2021-10-29,무기명식 무이권부 무보증 사모 전환사채,"20,000,000,000",2026년 11월 08일,0.0,0.0,사모,20211029000334
121,원바이오젠,307280,2021-10-29,무기명식 이권부 무보증 사모 전환사채,"8,000,000,000",2026년 11월 01일,0.0,0.0,사모,20211029000139
122,코렌텍,104540,2021-10-28,무기명식 무보증 사모 전환사채,"20,000,000,000",2026년 11월 10일,0.00,0.00,사모,20211028000317
123,휴온스글로벌,84110,2021-10-28,무기명식 무보증사모 전환사채,"50,000,000,000",2026년 11월 01일,0.0,0.0,사모,20211028000210
124,라온피플,300120,2021-10-27,무기명식 무보증 사모 전환사채,"30,000,000,000",2026년 10월 29일,0.0,0.0,사모,20211027000340
125,EDGC,245620,2021-10-27,무기명식 무보증 사모 전환사채,"30,000,000,000",2026년 10월 29일,0.0,0.0,사모,20211027000294
126,리더스 기술투자,19570,2021-10-26,무기명식 이권부 무보증 사모 전환사채,"20,000,000,000",2025년 10월 27일,0,0,사모,20211026000609
127,파마리서치,214450,2021-10-26,무기명식 이권부 무보증 사모 전환사채,"25,000,000,000",2026년 10월 28일,0.0,0.0,사모,20211026000439
128,대한광통신,10170,2021-10-26,무기명식 이권부 무보증 사모 전환사채,"12,500,000,000",2026년 10월 28일,0.0,0.0,사모,20211026000423
129,스맥,99440,2021-10-26,무기명식 이권부 무보증 사모 전환사채,"10,000,000,000",2024년 10월 28일,"0.0, ","0.0, ",사모,20211026000362
130,디지캡,197140,2021-10-25,무기명식 무보증 사모 전환사채,"14,000,000,000",2026.12.10,0.0,3.0,사모,20211025000460
131,지엔코,65060,2021-10-25,무기명식 이권부 무보증 사모 전환사채,"20,000,000,000",2025년 10월 27일,3.0,6.0,사모,20211025000413
132,하나기술,299030,2021-10-22,무기명식 이권부 무보증 사모 전환사채,"47,000,000,000",2026년 10월 26일,0.0,0.0,사모,20211022000455
133,리더스 기술투자,19570,2021-10-22,무기명식 이권부 무보증 사모 전환사채,"8,000,000,000",2024년 10월 26일,2,6,사모,20211022000410
134,한국파마,32300,2021-10-22,무기명식 무이권부 무보증 사모 전환사채,"50,000,000,000",2026년 10월 26일,0.0,0.0,사모,20211022000296
135,골드퍼시픽,38530,2021-10-19,무기명식 무보증 이권부 사모 전환사채,"20,000,000,000",2024년 11월 24일,0,2,사모,20211019000531
136,엑서지21,43090,2021-10-19,무기명식 이권부 무보증 사모 전환사채,"8,000,000,000",2024년 10월 21일,2.0,5.0,사모,20211019000446
137,캐스텍코리아,71850,2021-10-19,무기명식 이권부 무보증 사모 전환사채,"8,000,000,000",2026년 10월 21일,"0.0, ","2.0, ",사모,20211019000364
138,티에스아이,277880,2021-10-15,무기명식 이권부 무보증 사모 전환사채,"12,000,000,000",2026년 10월 19일,0.0,0.0,사모,20211015000387
139,글로벌텍스프리,204620,2021-10-14,무기명식 무보증 사모 전환사채,"12,200,000,000",2024년 10월 29일,0.0,2.0,사모,20211014000520
140,디바이스이엔지,187870,2021-10-13,무기명식 이권부 무보증 사모 전환사채,"10,000,000,000",2026년 10월 15일,0.0,0.0,사모,20211013000327
141,엘앤에프,66970,2021-10-13,무기명식 이권부 무보증 사모 전환사채,"99,999,967,452",2028년 11월 15일,0.0,0.0,사모,20211013000245
142,코스나인,82660,2021-10-12,무기명식 이권부 무보증사모 전환사채,"15,000,000,000",2024년 10월 20일,1,5,사모,20211012000701
143,대주전자재료,78600,2021-10-12,무기명식 이권부 무보증 사모 전환사채,"79,999,921,188",2028년 11월 15일,0,0,사모,20211012000522
144,아이윈,90150,2021-10-06,국내 무기명식 이권부 무보증 사모 전환사채,"12,000,000,000",2024년 10월 19일,1,5,사모,20211006000613
145,아이엘사이언스,307180,2021-10-06,무기명식 이권부 무보증 사모 전환사채,"10,000,000,000",2024년 08월 05일,2.0,5.0,사모,20211006000479
146,윈하이텍,192390,2021-10-01,무기명식 무보증 사모 전환사채,"7,000,000,000",2026.10.06,0.0,0.0,사모,20211001000344
147,제이웨이,58420,2021-09-30,무기명식 이권부 무보증 사모 전환사채,"1,284,000,000",2024년 09월 30일,1.0,3.0,사모,20210930000776
148,셀리버리,268600,2021-09-30,무기명 무보증 사모 전환사채,"19,500,000,000",2024년 10월 15일,0.0,3.0,사모,20210930000752
149,소니드,60230,2021-09-30,무기명식 이권부 무보증 사모 전환사채,"30,000,000,000",2024년 10월 08일,2.0,4.0,사모,20210930000598
150,인포마크,175140,2021-09-30,무기명식 이권부 무보증 사모 전환사채,"6,000,000,000",2024년 12월 19일,1,1,사모,20210930000261
151,애니플러스,310200,2021-09-27,무기명식 무보증 사모 전환사채,"25,000,000,000",2026년 09월 29일,0.0,0.0,사모,20210927000253
152,투비소프트,79970,2021-09-24,무기명식 이권부 무보증 사모 전환사채,"5,000,000,000",2024년 10월 05일,2.0,4.0,사모,20210924000241
153,셀리버리,268600,2021-09-23,무기명 무보증 사모 전환사채,"15,500,000,000",2024년 10월 01일,0.0,3.0,사모,20210923000409
154,드래곤플라이,30350,2021-09-17,무기명식 이권부 무보증 전환사채,"3,000,000,000",2024년 10월 05일,1.0,1.0,사모,20210917000735
155,HB솔루션,297890,2021-09-16,무기명식 무보증 사모 전환사채,"50,000,000,000",2026년 10월 15일,0.0,0.0,사모,20210916000325
156,나노브릭,286750,2021-09-15,무기명식 이권부 무보증 사모 전환사채,"12,000,000,000",2026년 09월 17일,0.0,0.0,사모,20210915000522
157,초록뱀이앤엠,131100,2021-09-15,무기명식 무보증 사모 전환사채,"17,000,000,000",2024년 09월 23일,0,2,사모,20210915000201
158,알체라,347860,2021-09-14,"무기명식 이권부 무보증 사모 전환사채, ","26,000,000,000",2026년 09월 17일,0.0,0.0,사모,20210914000546
159,알로이스,297570,2021-09-14,무기명식 무보증 사모 전환사채,"2,700,000,000",2026년 09월 15일,0.0,0.0,사모,20210914000132
160,메디프론,65650,2021-09-13,무기명식 이권부 무보증 사모 전환사채,"4,000,000,000",2024년 09월 15일,0.0,2.0,사모,20210913000478
161,엠벤처투자,19590,2021-09-13,무기명식 이권부 무보증 사모 전환사채,"7,500,000,000",2026년 09월 15일,4,4,사모,20210913000457
162,한일단조,24740,2021-09-13,무기명식 이권부 무보증 사모 전환사채,"10,000,000,000",2026년 09월 24일,"0.0, ","0.0, ",사모,20210913000442
163,HLB테라퓨틱스,115450,2021-09-13,무기명식 이권무 무보증 사모 전환사채,"45,000,000,000",2024년 10월 29일,0.0,3.0,사모,20210913000416
164,HLB테라퓨틱스,115450,2021-09-13,무기명식 이권부 무보증 사모 전환사채,"10,000,000,000",2024년 10월 29일,0.0,3.0,사모,20210913000382
165,시너지이노베이션,48870,2021-09-10,국내 무보증 사모 전환사채,"7,000,000,000",2025년 08월 13일,0,0,사모,20210910000506
166,웰크론한텍,76080,2021-09-10,무기명식 무보증사모 전환사채,"10,000,000,000",2026년 09월 14일,0.0,0.0,사모,20210910000277
167,인바이오,352940,2021-09-10,무기명식 이권부 무보증 사모 전환사채,"20,000,000,000",2026년 09월 14일,0.0,0.0,사모,20210910000236
168,아이티센,124500,2021-09-07,무기명식 이권부 무보증 사모 전환사채,"16,400,000,000",2026년 09월 15일,1.0,2.0,사모,20210907000392
